year,exporter,importer,trade_category,key_goods,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
2000,USA,EU,services_goods,"aircraft,machinery,pharma",213.42,,2.5,1,0,0.398
2001,USA,EU,services_goods,"aircraft,machinery,pharma",227.26,6.48,2.5,1,0,0.462
2002,USA,EU,services_goods,"aircraft,machinery,pharma",251.97,10.87,2.5,1,0,0.318
2003,USA,EU,services_goods,"aircraft,machinery,pharma",249.43,-1.01,2.5,1,0,0.365
2004,USA,EU,services_goods,"aircraft,machinery,pharma",265.86,6.59,2.5,1,0,0.14
2005,USA,EU,services_goods,"aircraft,machinery,pharma",303.12,14.01,2.5,1,0,0.436
2006,USA,EU,services_goods,"aircraft,machinery,pharma",289.41,-4.52,2.5,1,0,0.12
2007,USA,EU,services_goods,"aircraft,machinery,pharma",307.34,6.2,2.5,1,0,0.279
2008,USA,EU,services_goods,"aircraft,machinery,pharma",324.25,5.5,2.5,1,0,0.1
2009,USA,EU,services_goods,"aircraft,machinery,pharma",280.68,-13.44,2.5,1,0,0.301
2010,USA,EU,services_goods,"aircraft,machinery,pharma",322.55,14.92,2.5,1,0,0.322
2011,USA,EU,services_goods,"aircraft,machinery,pharma",325.72,0.98,2.5,1,0,0.533
2012,USA,EU,services_goods,"aircraft,machinery,pharma",318.41,-2.24,2.5,1,0,0.241
2013,USA,EU,services_goods,"aircraft,machinery,pharma",303.34,-4.73,2.5,1,0,0.289
2014,USA,EU,services_goods,"aircraft,machinery,pharma",307.32,1.31,2.5,1,0,0.465
2015,USA,EU,services_goods,"aircraft,machinery,pharma",323.79,5.36,2.5,1,0,0.463
2016,USA,EU,services_goods,"aircraft,machinery,pharma",344.67,6.45,2.5,1,0,0.246
2017,USA,EU,services_goods,"aircraft,machinery,pharma",320.56,-7.0,2.5,1,0,0.51
2018,USA,EU,services_goods,"aircraft,machinery,pharma",327.51,2.17,2.5,1,0,0.413
2019,USA,EU,services_goods,"aircraft,machinery,pharma",338.75,3.43,2.5,1,0,0.458
2020,USA,EU,services_goods,"aircraft,machinery,pharma",303.99,-10.26,2.5,1,0,0.518
2021,USA,EU,services_goods,"aircraft,machinery,pharma",350.09,15.16,2.5,1,0,0.412
2022,USA,EU,services_goods,"aircraft,machinery,pharma",348.57,-0.43,2.5,1,0,0.472
2023,USA,EU,services_goods,"aircraft,machinery,pharma",341.34,-2.07,2.5,1,0,0.148
2024,USA,EU,services_goods,"aircraft,machinery,pharma",360.36,5.57,2.5,1,0,0.228
2000,USA,Mexico,integrated,"vehicles,electronics,food",279.03,,2.5,1,1,0.489
2001,USA,Mexico,integrated,"vehicles,electronics,food",300.0,7.52,2.5,1,1,0.282
2002,USA,Mexico,integrated,"vehicles,electronics,food",306.87,2.29,2.5,1,1,0.542
2003,USA,Mexico,integrated,"vehicles,electronics,food",320.17,4.33,2.5,1,1,0.355
2004,USA,Mexico,integrated,"vehicles,electronics,food",349.5,9.16,2.5,1,1,0.376
2005,USA,Mexico,integrated,"vehicles,electronics,food",352.07,0.74,2.5,1,1,0.261
2006,USA,Mexico,integrated,"vehicles,electronics,food",375.08,6.54,2.5,1,1,0.429
2007,USA,Mexico,integrated,"vehicles,electronics,food",415.36,10.74,2.5,1,1,0.174
2008,USA,Mexico,integrated,"vehicles,electronics,food",443.91,6.87,2.5,1,1,0.315
2009,USA,Mexico,integrated,"vehicles,electronics,food",377.76,-14.9,2.5,1,1,0.261
2010,USA,Mexico,integrated,"vehicles,electronics,food",387.87,2.68,2.5,1,1,0.192
2011,USA,Mexico,integrated,"vehicles,electronics,food",408.25,5.25,2.5,1,1,0.413
2012,USA,Mexico,integrated,"vehicles,electronics,food",414.2,1.46,2.5,1,1,0.32
2013,USA,Mexico,integrated,"vehicles,electronics,food",432.61,4.44,2.5,1,1,0.35
2014,USA,Mexico,integrated,"vehicles,electronics,food",418.34,-3.3,2.5,1,1,0.723
2015,USA,Mexico,integrated,"vehicles,electronics,food",413.55,-1.15,2.5,1,1,0.266
2016,USA,Mexico,integrated,"vehicles,electronics,food",421.72,1.98,2.5,1,1,0.438
2017,USA,Mexico,integrated,"vehicles,electronics,food",418.7,-0.72,2.5,1,1,0.369
2018,USA,Mexico,integrated,"vehicles,electronics,food",438.96,4.84,2.5,1,1,0.513
2019,USA,Mexico,integrated,"vehicles,electronics,food",411.75,-6.2,2.5,1,1,0.273
2020,USA,Mexico,integrated,"vehicles,electronics,food",387.18,-5.97,2.5,1,1,0.272
2021,USA,Mexico,integrated,"vehicles,electronics,food",462.88,19.55,2.5,1,1,0.401
2022,USA,Mexico,integrated,"vehicles,electronics,food",497.14,7.4,2.5,1,1,0.527
2023,USA,Mexico,integrated,"vehicles,electronics,food",427.91,-13.93,2.5,1,1,0.288
2024,USA,Mexico,integrated,"vehicles,electronics,food",413.85,-3.29,2.5,1,1,0.1
2000,Vietnam,China,manufacturing,"electronics,textiles,machinery",55.72,,2.5,1,1,0.451
2001,Vietnam,China,manufacturing,"electronics,textiles,machinery",59.29,6.41,2.5,1,1,0.354
2002,Vietnam,China,manufacturing,"electronics,textiles,machinery",62.97,6.21,2.5,1,1,0.214
2003,Vietnam,China,manufacturing,"electronics,textiles,machinery",68.47,8.73,2.5,1,1,0.257
2004,Vietnam,China,manufacturing,"electronics,textiles,machinery",65.11,-4.91,2.5,1,1,0.281
2005,Vietnam,China,manufacturing,"electronics,textiles,machinery",68.4,5.05,2.5,1,1,0.327
2006,Vietnam,China,manufacturing,"electronics,textiles,machinery",73.03,6.77,2.5,1,1,0.366
2007,Vietnam,China,manufacturing,"electronics,textiles,machinery",74.9,2.56,2.5,1,1,0.37
2008,Vietnam,China,manufacturing,"electronics,textiles,machinery",77.79,3.86,2.5,1,1,0.438
2009,Vietnam,China,manufacturing,"electronics,textiles,machinery",73.6,-5.39,2.5,1,1,0.349
2010,Vietnam,China,manufacturing,"electronics,textiles,machinery",79.18,7.58,2.5,1,1,0.387
2011,Vietnam,China,manufacturing,"electronics,textiles,machinery",78.43,-0.95,2.5,1,1,0.354
2012,Vietnam,China,manufacturing,"electronics,textiles,machinery",80.77,2.98,2.5,1,1,0.666
2013,Vietnam,China,manufacturing,"electronics,textiles,machinery",77.37,-4.21,2.5,1,1,0.1
2014,Vietnam,China,manufacturing,"electronics,textiles,machinery",79.21,2.38,2.5,1,1,0.144
2015,Vietnam,China,manufacturing,"electronics,textiles,machinery",78.93,-0.35,2.5,1,1,0.194
2016,Vietnam,China,manufacturing,"electronics,textiles,machinery",78.37,-0.71,2.5,1,1,0.222
2017,Vietnam,China,manufacturing,"electronics,textiles,machinery",84.45,7.76,2.5,1,1,0.344
2018,Vietnam,China,manufacturing,"electronics,textiles,machinery",84.83,0.45,2.5,1,1,0.355
2019,Vietnam,China,manufacturing,"electronics,textiles,machinery",84.34,-0.58,2.5,1,1,0.314
2020,Vietnam,China,manufacturing,"electronics,textiles,machinery",79.68,-5.53,2.5,1,1,0.407
2021,Vietnam,China,manufacturing,"electronics,textiles,machinery",85.07,6.76,2.5,1,1,0.424
2022,Vietnam,China,manufacturing,"electronics,textiles,machinery",87.86,3.28,2.5,1,1,0.326
2023,Vietnam,China,manufacturing,"electronics,textiles,machinery",88.1,0.27,2.5,1,1,0.44
2024,Vietnam,China,manufacturing,"electronics,textiles,machinery",80.63,-8.48,2.5,1,1,0.308
2000,Vietnam,USA,manufacturing,"electronics,textiles,footwear",28.27,,2.5,1,1,0.358
2001,Vietnam,USA,manufacturing,"electronics,textiles,footwear",28.83,1.98,2.5,1,1,0.424
2002,Vietnam,USA,manufacturing,"electronics,textiles,footwear",30.91,7.21,2.5,1,1,0.453
2003,Vietnam,USA,manufacturing,"electronics,textiles,footwear",34.56,11.81,2.5,1,1,0.263
2004,Vietnam,USA,manufacturing,"electronics,textiles,footwear",34.88,0.93,2.5,1,1,0.42
2005,Vietnam,USA,manufacturing,"electronics,textiles,footwear",36.4,4.36,2.5,1,1,0.298
2006,Vietnam,USA,manufacturing,"electronics,textiles,footwear",36.91,1.4,2.5,1,1,0.28
2007,Vietnam,USA,manufacturing,"electronics,textiles,footwear",38.46,4.2,2.5,1,1,0.249
2008,Vietnam,USA,manufacturing,"electronics,textiles,footwear",41.2,7.12,2.5,1,1,0.259
2009,Vietnam,USA,manufacturing,"electronics,textiles,footwear",37.04,-10.1,2.5,1,1,0.357
2010,Vietnam,USA,manufacturing,"electronics,textiles,footwear",41.65,12.45,2.5,1,1,0.317
2011,Vietnam,USA,manufacturing,"electronics,textiles,footwear",41.48,-0.41,2.5,1,1,0.32
2012,Vietnam,USA,manufacturing,"electronics,textiles,footwear",42.68,2.89,2.5,1,1,0.297
2013,Vietnam,USA,manufacturing,"electronics,textiles,footwear",41.99,-1.62,2.5,1,1,0.193
2014,Vietnam,USA,manufacturing,"electronics,textiles,footwear",42.56,1.36,2.5,1,1,0.283
2015,Vietnam,USA,manufacturing,"electronics,textiles,footwear",39.89,-6.27,2.5,1,1,0.213
2016,Vietnam,USA,manufacturing,"electronics,textiles,footwear",39.4,-1.23,2.5,1,1,0.292
2017,Vietnam,USA,manufacturing,"electronics,textiles,footwear",43.92,11.47,2.5,1,1,0.273
2018,Vietnam,USA,manufacturing,"electronics,textiles,footwear",37.87,-13.78,2.5,1,1,0.394
2019,Vietnam,USA,manufacturing,"electronics,textiles,footwear",45.5,20.15,2.5,1,1,0.448
2020,Vietnam,USA,manufacturing,"electronics,textiles,footwear",43.04,-5.41,2.5,1,1,0.317
2021,Vietnam,USA,manufacturing,"electronics,textiles,footwear",53.9,25.23,2.5,1,1,0.424
2022,Vietnam,USA,manufacturing,"electronics,textiles,footwear",48.88,-9.31,2.5,1,1,0.218
2023,Vietnam,USA,manufacturing,"electronics,textiles,footwear",47.84,-2.13,2.5,1,1,0.662
2024,Vietnam,USA,manufacturing,"electronics,textiles,footwear",49.64,3.76,2.5,1,1,0.49
